Full_Review,Label,Preprocessed_Review,Similarity
"I have requested numerous times a full refund for this app which never worked for me and they said, is not possible. To this date there is still an issue with my Chase account that wont sync and numerous issues with missing transactions, etc. I have many tickets opened and none have been resolved. I need a full refund now because I wont be using this app at all. Since day 1 with issues. The support has been poor. Responses take almost a week+. Not acceptable.",,requested numerous time full refund app never worked said possible date still issue chase account wont sync numerous issue missing transaction etc many ticket opened none resolved need full refund wont using app since day issue support poor response take almost week acceptable,0.019031989
Using Pocket Guard together with my husband for 5 month and we really like this app. We started saving 3 times more than we used to!,,using pocket guard together husband month really like app started saving time used,0.019003203
"I like it but it's got issues. Alot. I haven't been able to mark my bills as paid, it will randomly unsync with my bank account. Then it takes 3 or 5 days to resend. I've been super patient and now I am just done.",,like got issue alot havent able mark bill paid randomly unsync bank account take day resend ive super patient done,0.018995727
Except my account info won't sync. I don't know how long it will take but it's been 3 days with no update to my finances. Pleas fix this immediately. This app has so much potential.,,except account info wont sync dont know long take day update finance plea fix immediately app much potential,0.018990197
I'm an accountant and used to do budgeting in excel docs but decided to try an app to do it for me and Pocketguard turned out to be excellent. Of course it has some inaccuracies in calculations and predicting my bills but I'm OK with it as long as I can manually adjust the numbers,,im accountant used budgeting excel doc decided try app pocketguard turned excellent course inaccuracy calculation predicting bill im ok long manually adjust number,0.018954512
I really enjoy this app. It puts things in categories with little maintenance on my part. I used to take up to three hours at the end of the month to do what this app does. Thankful to be able to manage my spending better.,,really enjoy app put thing category little maintenance part used take three hour end month app thankful able manage spending better,0.018913174
I like the way the app allows me to see all my transactions from different banks in one list. It's very convenient.,,like way app allows see transaction different bank one list convenient,0.018911557
App is great runs much better then Mint most of the time and is cheaper then YNAB if you still want a in-depth budget app. I'm leaving a review since they do update the app and take feedback. Double charges show up in the app because of linking paypal and using card. It makes my account say I've spent more then I have. Yeah it'll make me more frugal but I like to micro manage. Great step up from mint or an excel sheet. The cost is worth it.,,app great run much better mint time cheaper ynab still want indepth budget app im leaving review since update app take feedback double charge show app linking paypal using card make account say ive spent yeah itll make frugal like micro manage great step mint excel sheet cost worth,0.018880894
"I liked this at first but now it keeps doubling everything I enter and messing up my budget. I delete the extra entry and it immediately doubles it again. Today, I deleted ONE doubled entry and when I refreshed the app had deleted EVERYTHING I had entered in the last 8 days! This app takes longer than good old fashioned pen and paper budgeting which is kind of pointless and a huge waste of time. Been using it for several months, app is up to date, and Android system is updated.",,liked first keep doubling everything enter messing budget delete extra entry immediately double today deleted one doubled entry refreshed app deleted everything entered last day app take longer good old fashioned pen paper budgeting kind pointless huge waste time using several month app date android system updated,0.018798674
"Nice, but you cannot put notes on pending transactions like you can with Mint.",,nice put note pending transaction like mint,0.018785615
"I would love to even try this app but keep getting ""error 102"" connection failure whenever I try to add my bank accounts. Yes, I tried them both and they keep failing. Is there a solution?",,would love even try app keep getting error connection failure whenever try add bank account yes tried keep failing solution,0.018692761
According to the review I'm not the only one. Only the initial sync worked but nothing since and it's been 3 days. Only the account balance get updated sometimes so the connection is fine with the bank. It's sad I liked it going back to YNAB I guess!,,according review im one initial sync worked nothing since day account balance get updated sometimes connection fine bank sad liked going back ynab guess,0.018656183
Intuitive and not complicated. Even my mom is now using it and it took her a year to learn how to use Skype lol,,intuitive complicated even mom using took year learn use skype lol,0.018618322
Easy to track spending and habits. Also helps keep you on track,,easy track spending habit also help keep track,0.018557652
the best budgeting app by far. no other app lets me easily categorize my transactions on the go as easily as this app. my only knock against it is the inability to split up transactions. if i paid for dinner and my friends paid me in cash i want to indicate that in the app. hopefully they add this and ill start paying for it! edit: thanks for the response pocket guard. thats not exactly what i meant though. id like to change a CC transaction from its original value ($50->$25 for example),,best budgeting app far app let easily categorize transaction go easily app knock inability split transaction paid dinner friend paid cash want indicate app hopefully add ill start paying edit thanks response pocket guard thats exactly meant though id like change cc transaction original value example,0.018546749
"This app perfectly serves my goal of tracking transactions across all my accounts. I wish it was less buggy though. some issues I encounter are modifications to transactions not being persistent, having to sometimes specify what category my income is, despite it being the same recurring deposit, and I wish I had the option to bulk edit (change category) multiple transactions at once. Overall very happy though, I'd recommend it.",,app perfectly serf goal tracking transaction across account wish le buggy though issue encounter modification transaction persistent sometimes specify category income despite recurring deposit wish option bulk edit change category multiple transaction overall happy though id recommend,0.018460255
Easy to use! Great info. More graphs would be nice. Awesome job Pocket Guard!,,easy use great info graph would nice awesome job pocket guard,0.018446231
Couldn't even connect to my bank.,,couldnt even connect bank,0.018444328
Simple and easy to use but still has plenty of customizability if getting a Plus account. Tried many other budgeting/bank tracking apps and can't emphasize how much recommend this one.,,simple easy use still plenty customizability getting plus account tried many budgetingbank tracking apps cant emphasize much recommend one,0.018370083
I loved this app for a long time and paid for premium but it now doesn't support my bank as of October?? So disappointed,,loved app long time paid premium doesnt support bank october disappointed,0.01835685
"More than a budget app, easy to navigate and offers many great features at a low cost.",,budget app easy navigate offer many great feature low cost,0.018262941
"It is easy to manage your finances and track what your credit cards, checking account & loans.",,easy manage finance track credit card checking account loan,0.018255678
My review is gone and must have taken it down. I cant register my bank and only says doesnt match. It is my acurrate banking log in info and they respondedvsaid registration by mail. Not sure what they are yrying to say but not useful at all because says doesnt matching when connecting my bank account.,,review gone must taken cant register bank say doesnt match acurrate banking log info respondedvsaid registration mail sure yrying say useful say doesnt matching connecting bank account,0.018175647
This is the best financial money managing apps ever... Can't think of anything that is missing. Absolutely amazing!,,best financial money managing apps ever cant think anything missing absolutely amazing,0.018147369
"Its great to have my transactions split up into various purchase categories 
and that I can adjust them if something goes in a different category. Also 
love the pie-chart option, it made me find out some of my spending habits 
that I never noticed before.",,great transaction split various purchase category adjust something go different category also love piechart option made find spending habit never noticed,0.018135881
Perfect features and definitely worth 5 stars. Would be awesome if you add a light theme. Please think of it.,,perfect feature definitely worth star would awesome add light theme please think,0.018105137
Great way to check my accounts quickly.,,great way check account quickly,0.018081911
"I love this app and it is exactly what I want but I spend so much time sorting things into categories and adding hash tags and comments but a day or two later, it all reverts back to what it was before.

12/15/19 Update-
I wrote support on Nov. 12th and they still say this is being worked on, I cannot currently use the app and there’s no timeline for a fix. I’ll update this review if things get fixed.",,love app exactly want spend much time sorting thing category adding hash tag comment day two later reverts back update wrote support nov th still say worked currently use app ’ timeline fix ’ update review thing get fixed,0.018049196
"I've just started to utilize this app and it looks great so far. Very nice feature with the hashtags. I need to track my expense for multiple categories at the same time. The net-worth screen is fine, but I would also like to add my motorcycle there.",,ive started utilize app look great far nice feature hashtags need track expense multiple category time networth screen fine would also like add motorcycle,0.018045778
Love the app. It works better than I expected with all my accounts.,,love app work better expected account,0.018032468
This is by far the best money tracking app I've ever used. after Level Money got shut down I tried at least a dozen other apps but couldn't find anything similar. Every other app wants to overcomplicate things and this is just simple money in/money out system. My only complaint is I can't seem to get the tagged transactions function to work and it shows up blank which is fine becuase it's not a 100%necessary feature,,far best money tracking app ive ever used level money got shut tried least dozen apps couldnt find anything similar every app want overcomplicate thing simple money inmoney system complaint cant seem get tagged transaction function work show blank fine becuase necessary feature,0.017993902
"Everything is working out after a solid month of use. However, I would LOVE an easy way to pay off credit card debt. I have a lot and am using this app to budget, so it would be great if it could track my progress and maybe predict a paid off date. That's the only reason this isn't a 5 star.",,everything working solid month use however would love easy way pay credit card debt lot using app budget would great could track progress maybe predict paid date thats reason isnt star,0.017989731
I just couldn't ask for more cause it has everything that I need,,couldnt ask cause everything need,0.017979208
"Still can't link Citibank or Wells Fargo accounts?? Mint works great compared to this, even though I like this app's interface much more!",,still cant link citibank well fargo account mint work great compared even though like apps interface much,0.017960044
"I found this app after much online study for a good mobile app. I'm not saying it's perfect but, c'mon, it does all the job for you! All I need to do for successfull budgeting is checking my spending pie-chart and setting spending limits. After I joined premium and enabled more pockets, the app became even more effective for me.",,found app much online study good mobile app im saying perfect cmon job need successfull budgeting checking spending piechart setting spending limit joined premium enabled pocket app became even effective,0.017906816
good app for free. offers a lot of insight,,good app free offer lot insight,0.017833026
"This app was very inaccurate... I linked my checking, savings, and credit card accounts. I have some money saved up, and it kept alerting me that I was like $3000 in debt?! Lol. I am surely NOT. I have about $300 on my credit card that I can easily pay off, that's it. All I can think is that it's calculating my monthly bills as if they weren't already paid? Not sure but I found it very difficult to figure out so I cancelled. I use Mint now and it is working much better for my needs.",,app inaccurate linked checking saving credit card account money saved kept alerting like debt lol surely credit card easily pay thats think calculating monthly bill werent already paid sure found difficult figure cancelled use mint working much better need,0.01780766
"The app won't sync with any of my accounts. It set up just fine initially, though. I spent at least an hour adding all of my accounts, bills, income, etc. Now, after I got everything set up, the app has stopped syncing and won't do anything. Don't waste your time.",,app wont sync account set fine initially though spent least hour adding account bill income etc got everything set app stopped syncing wont anything dont waste time,0.017775912
Really great app for budgeting and tracking all of your finances. Only qualm is that there have been several bugs I've run into - like duplication of transactions and not being able to add another transaction category. Support has been helpful when I contact them about the issues. Would definitely recommend but hopefully they can get the bugs fixed.,,really great app budgeting tracking finance qualm several bug ive run like duplication transaction able add another transaction category support helpful contact issue would definitely recommend hopefully get bug fixed,0.017691987
Excellent app for trakcing finances. Easy to use and see exactly how much and where your money is being spent and where you can try to save more.,,excellent app trakcing finance easy use see exactly much money spent try save,0.017654509
"I really like the interface of this app, but it takes way too long for my transactions to show up and this makes it impossible to get an accurate view of my current finances. This makes the whole thing kind of pointless.",,really like interface app take way long transaction show make impossible get accurate view current finance make whole thing kind pointless,0.01756327
"I'm still trying to figure out all the workflows, but I think it does what I need it to do. Just wish there was a calendar view for forecasting purposes",,im still trying figure workflow think need wish calendar view forecasting purpose,0.017559132
"Loses sync with one of my banks, but so far its the most bank compatible one I've found. This is the app I'm daily driving. It's really close to being exactly what I need, there are just a few tiny things I would change if I could",,loses sync one bank far bank compatible one ive found app im daily driving really close exactly need tiny thing would change could,0.01748199
This app is exactly what I've been searching for. It has all necessary features and even more. Absolutely love how the app has assisted me in spending discipline and re-negotiating some of my bills.,,app exactly ive searching necessary feature even absolutely love app assisted spending discipline renegotiating bill,0.017454518
I used to love this app but the latest update has screwed everything up. None of my accounts will sync now very frustrating.,,used love app latest update screwed everything none account sync frustrating,0.01739782
"Easy to use and really helpful, but they definitely need to add a confirmation button before exiting the app. I keep accidentally exiting out of it and having to sign back in. Annoying. Just a simple ""are you sure?"" before exiting would be great",,easy use really helpful definitely need add confirmation button exiting app keep accidentally exiting sign back annoying simple sure exiting would great,0.017325352
"Good app, but has issues connecting to banks",,good app issue connecting bank,0.017303875
It does everything as described. Lucky that I've found it,,everything described lucky ive found,0.017275057
There's a few subscriptions that can't be found but overall I'm enjoying this app and having all my accounts from every institution on one screen! Its budget features really are good too!,,there subscription cant found overall im enjoying app account every institution one screen budget feature really good,0.017251396
"I have been using Mint and Pocket Guard simultaneously and I liked the first app a little more, they have some useful features. But Pocket Guard has always had an amazing interface and they constantly working on adding something new to the app. After the Mint's latest update, I have no doubts about what app I will use.",,using mint pocket guard simultaneously liked first app little useful feature pocket guard always amazing interface constantly working adding something new app mint latest update doubt app use,0.017216331
"Easy to setup and shows me what I need to see: After bills, how much I can spend that month. I've tried every other budget tool and they are complicated and time consuming to manage. This one is really easy to setup and use and so far I'm loving it.",,easy setup show need see bill much spend month ive tried every budget tool complicated time consuming manage one really easy setup use far im loving,0.017198061
Easy on the eyes; easy to use! Very well programmed budget software.,,easy eye easy use well programmed budget software,0.017196034
I like that the app alerts me about my credit card due date. Using the app for more than half a year and never missed a payment thanks to your emails,,like app alert credit card due date using app half year never missed payment thanks email,0.017136793
Love your web site. And support clients just the nicest people. Upvote!,,love web site support client nicest people upvote,0.017132743
My bank is not supported. I really wanted to try this but it's a deal breaker if my bank is not there.,,bank supported really wanted try deal breaker bank,0.017126795
"Love that PocketGuard is constantly improving, addinng new features, and improving UX",,love pocketguard constantly improving addinng new feature improving ux,0.017119447
Keeps me in point with all accounts. I love this really allows me to track budget.,,keep point account love really allows track budget,0.01710863
Very simplistic to all accounts,,simplistic account,0.017093539
"Solid app, but at this point I really need to see some of these major upcoming features drop, or maybe a road map of what's going on. Let me first say that this app is great at what it's designed to do. However, with the current climate of finance apps, idk if everything under the pro version (I'm a pro user) makes sense. Some feel like they're unnecessarily gated off and others are just fine because the automatic element to them. I'm hoping for big things next year Pocket Guard team.",,solid app point really need see major upcoming feature drop maybe road map whats going let first say app great designed however current climate finance apps idk everything pro version im pro user make sense feel like theyre unnecessarily gated others fine automatic element im hoping big thing next year pocket guard team,0.017074356
I can't even get it to link one account- error after error occurs. Deleted!,,cant even get link one account error error occurs deleted,0.017066717
"Level broke their app with their latest update, but PocketGuard does everything the old Level did. Rejoice!",,level broke app latest update pocketguard everything old level rejoice,0.016984775
"This really helps me keep my finances organized and in check. My credit is already near perfect, but PocketGuard helps me keep everything in line.",,really help keep finance organized check credit already near perfect pocketguard help keep everything line,0.016968307
"I work in finances, and I find this app to be one of the best budgeting apps that I've personally used. I recommend that my clients and everyone keep track of there finances.",,work finance find app one best budgeting apps ive personally used recommend client everyone keep track finance,0.016945556
Now I have a bad habit. I check this app all the time :) But it is really cool that you can totally control everything about your accounts,,bad habit check app time really cool totally control everything account,0.016905587
"Every time I enter my info and select which accounts to monitor, he keeps bringing me back to the same screen to add accts. I think it's a glitch but it's frustrating",,every time enter info select account monitor keep bringing back screen add accts think glitch frustrating,0.016807638
"Custom categories would be a great option to add, however, the new feature in the premium plan also looks very useful. I started free trial a few days ago and added the categories I needed, it made my spending pie-chart much more informative",,custom category would great option add however new feature premium plan also look useful started free trial day ago added category needed made spending piechart much informative,0.016713608
Easy to set up and use. Really helps keep track of spending habits & stay within your budgets. Lots of different ways to view & interprete the data/your spending info with both high level & drilled down options which assist you in clearly understanding.,,easy set use really help keep track spending habit stay within budget lot different way view interprete datayour spending info high level drilled option assist clearly understanding,0.016593423
"I like the app, but I'm unable to add my investment accounts for some reason. Additionally, whenever I go over on my budget, the app asks me to readjust...that's not how it works, I overspent! Don't support my bad spending habits 😜 Also, it'd be nice to have an 'in my pocket' widget!",,like app im unable add investment account reason additionally whenever go budget app asks readjustthats work overspent dont support bad spending habit 😜 also itd nice pocket widget,0.016551091
"I really like it, but there are a lot of syncing issues, especially with investment accounts that the IT team could not resolve resulting in some of my accounts being unaccessible through the app",,really like lot syncing issue especially investment account team could resolve resulting account unaccessible app,0.016536989
Pocketguard support team went above and beyond to figure out and correct my synching issues and as of yet it appears to be fixed.,,pocketguard support team went beyond figure correct synching issue yet appears fixed,0.016524961
Great app the best I found so far I only find myself not being able to change my projected income.... which unfortunately is way off. If you are not paid salary it won't always be the same. Also trying to change bill due dates but after reading above feedback can't figure it out,,great app best found far find able change projected income unfortunately way paid salary wont always also trying change bill due date reading feedback cant figure,0.016498479
"App is super useful -- but what really set it apart in my experience is the customer support. I emailed support with a syncing issue and over the course of a month, PocketGuard kept me updated as it worked across a bunch of platforms to resolve the issue. Now it's working perfectly and I'm so appreciative of how helpful and communicative the team was!",,app super useful really set apart experience customer support emailed support syncing issue course month pocketguard kept updated worked across bunch platform resolve issue working perfectly im appreciative helpful communicative team,0.016489413
"A friend of mine invited me to the app with a referral code (she's using a free month of premium now) and I'm thankful she did it. As for me, it's really important to see where my money goes to know when I should cut back, or cut loose. There are many useful budgeting features, but the ones that I like the most are «In My Pocket», spending pie-chart and spending limits. I'm going to buy the Plus plan membership to be able to add more pockets and track cash. I'll update the review soon to share my opinion about the premium plan.",,friend mine invited app referral code shes using free month premium im thankful really important see money go know cut back cut loose many useful budgeting feature one like « pocket » spending piechart spending limit im going buy plus plan membership able add pocket track cash ill update review soon share opinion premium plan,0.01646778
"A friend of mine invited me to the app with a referral code (she's using a free month of premium now) and I'm thankful she did it. As for me, it's really important to see where my money goes to know when I should cut back, or cut loose. There are many useful budgeting features, but the ones that I like the most are «In My Pocket», spending pie-chart and spending limits. I'm going to buy the Plus plan membership to be able to add more pockets and track cash. I'll update the review soon to share my opinion about the premium plan.",,friend mine invited app referral code shes using free month premium im thankful really important see money go know cut back cut loose many useful budgeting feature one like « pocket » spending piechart spending limit im going buy plus plan membership able add pocket track cash ill update review soon share opinion premium plan,0.01646778
"Looks promising, but until it supports cybercode support for USAA not much use for me.",,look promising support cybercode support usaa much use,0.016422913
"I have all my accounts linked, very helpful when looking at overall spending.",,account linked helpful looking overall spending,0.016366018
"Good app but hasn't worked in two weeks, even though I'm a paying customer and haven't received a reply to my email describing the issue. Update: fixed",,good app hasnt worked two week even though im paying customer havent received reply email describing issue update fixed,0.016342997
"Really amazing for both budgeting (making a plan) and tracking (executing the plan). It does a really great job of showing you what is coming up so you can see how safe it is to buy something. Right away I can see on the app how much disposable income I have. Perfect. And it's not crippled by a paywall. I haven't yet discovered what all the premium features are, but the basics of budgeting are there.",,really amazing budgeting making plan tracking executing plan really great job showing coming see safe buy something right away see app much disposable income perfect crippled paywall havent yet discovered premium feature basic budgeting,0.016319181
Doesn't work properly with Lastpass and gave me errors when I tried to connect my bank accounts. Useless for me unfortunately.,,doesnt work properly lastpass gave error tried connect bank account useless unfortunately,0.016309731
Great way to stay on top of multiple accounts.,,great way stay top multiple account,0.016268598
Decent. Needs work. A LOT of work. The refresh rate is ABYSMAL. It claims to refresh saying last refreshed at xx:xx but doesn't reflect incomes or purchases for days. It's horrible at finding similar recurring payments. I have 3 student loan payments and it automatically found 1 and teaching it the other two was difficult. It also didnt pick up my direct deposits across ANY of my accounts. I love some of the features. I'm gonna keep an eye on it and update on the future.,,decent need work lot work refresh rate abysmal claim refresh saying last refreshed xxxx doesnt reflect income purchase day horrible finding similar recurring payment student loan payment automatically found teaching two difficult also didnt pick direct deposit across account love feature im gon na keep eye update future,0.016243394
"Easy app to use, learn and understand. Missing a star because for some reasons it's recognizing my income but not auto assigning it to my expected income category. But that's easy to do manually",,easy app use learn understand missing star reason recognizing income auto assigning expected income category thats easy manually,0.016196534
Great for seeing what you have available and gaining transparency of your spending. Very easy to use in that sense. Not particularly great for building/tracking specific budgets though.,,great seeing available gaining transparency spending easy use sense particularly great buildingtracking specific budget though,0.016164466
Good app to take and keep track of expenses and budgeting,,good app take keep track expense budgeting,0.016149466
"Good, somewhat tricky to figure out and needs more bank institutions added but a great start. I highly recommend this app.",,good somewhat tricky figure need bank institution added great start highly recommend app,0.016081815
"GPS tracker works good, plenty of additional options are also helpful. Very good thing.",,gps tracker work good plenty additional option also helpful good thing,0.016053578
Having the same issue as @Carlos De Frias. Haven't been able to sync my account and transactions for almost a month. Used to be a great app. Perhaps the new updates caused a glitch.,,issue carlos de frias havent able sync account transaction almost month used great app perhaps new update caused glitch,0.01604603
"Does not sync since update, otherwise it was one of the best, if not the best out there. I now end up using a combination of other apps. When this gets fixed ill update my rating. Otherwise its useless... Pending transactions still not fixed after emails and prompt responses, sadly ill be moving on.",,sync since update otherwise one best best end using combination apps get fixed ill update rating otherwise useless pending transaction still fixed email prompt response sadly ill moving,0.015943648
Doesn't work. I bank with Chase and the app won't sync my transactions. Pretty important for a budget app in my opponion. If your budget app doesn't sync transactions stop selling it. Chase is a MEGA bank. There is no excuse for not integrating with it. I'm leaving two stars because I love the interface and what the app could be.,,doesnt work bank chase app wont sync transaction pretty important budget app opponion budget app doesnt sync transaction stop selling chase mega bank excuse integrating im leaving two star love interface app could,0.015918814
Easy way to know your saving and debit account,,easy way know saving debit account,0.015904367
Good program to track my spendings and income. It even helped me lower one of my bills. I also like its layout and design.,,good program track spending income even helped lower one bill also like layout design,0.015903769
"Works really good, is discovered all my accounts.",,work really good discovered account,0.015887812
Easy to use. Less confusing than Mint. Snap shot of finances for planning. Great tool for those who want to see where their money is going and how much rhe can spend each day.,,easy use le confusing mint snap shot finance planning great tool want see money going much rhe spend day,0.015853549
"They really need to add more options for recurring events, I get paid twice a month and makes using this app very inconvenient, I also pay bill twice a month and can't really keep track of that",,really need add option recurring event get paid twice month make using app inconvenient also pay bill twice month cant really keep track,0.015852901
"When setting up a reoccurring bill from a transaction, it will automatically select ALL transactions from that payee as a reoccurring bill. Edit: having to unmark every transaction that isn't the actual monthly bill is a ridiculous work around for the app automatically making every single transaction from a payee a reoccurring bill. When I select a transaction to make it a reoccurring bill, I want THAT transaction and ONLY that transaction.",,setting reoccurring bill transaction automatically select transaction payee reoccurring bill edit unmark every transaction isnt actual monthly bill ridiculous work around app automatically making every single transaction payee reoccurring bill select transaction make reoccurring bill want transaction transaction,0.015828755
The UX takes some getting used to but that's actually good because it has enough tools for flexibility with your budgeting needs. One suggestion I would add is the ability to manually change the category of pending expenses.,,ux take getting used thats actually good enough tool flexibility budgeting need one suggestion would add ability manually change category pending expense,0.015799038
This app is a POS. I couldn't even connect my account.,,app po couldnt even connect account,0.015770704
Super handy to look at all your accounts in one app,,super handy look account one app,0.015734854
I love the fact that it is free. It helps me manage all my credit cards and bank transactions in one simple place.,,love fact free help manage credit card bank transaction one simple place,0.015698123
"Had trouble deciding what budget app to download. Glad I chose this one. I 
wanted something that was generally simple and easy to use and this fits 
the ticket. Also really glad it's not covered in ads or other monetization. 
Good stuff!",,trouble deciding budget app download glad chose one wanted something generally simple easy use fit ticket also really glad covered ad monetization good stuff,0.015693352
Downloaded this app after downloading many others with no luck. I love this app so far. Only downfall is I can't add cash transactions :( hopefully this will change soon!,,downloaded app downloading many others luck love app far downfall cant add cash transaction hopefully change soon,0.015661613
"it would be great to be able to split some expenses into different categories. And one more, important. When you change smth for all transactions you can't undo it after that. You should warn a person about it with the question like ""Are you sure? You can't undo it!"". For now, you can tap it accidentally and it runs without any warning.",,would great able split expense different category one important change smth transaction cant undo warn person question like sure cant undo tap accidentally run without warning,0.015637318
Great app but it has major issues with connecting accounts.,,great app major issue connecting account,0.015587881
Love this app. It's so simple to use. Haven't seen any other app organizing my finances so seamlessly like this one.The best one. By far.,,love app simple use havent seen app organizing finance seamlessly like onethe best one far,0.015579907
Cannot reconnect any of my account after update. App is now useless. Uninstalled. Related: blog hasn't been updated since April. Don't see this company sticking around.,,reconnect account update app useless uninstalled related blog hasnt updated since april dont see company sticking around,0.015571068
"So awesome, easy, and a huge time saver with bank downloading. I'll never switch!",,awesome easy huge time saver bank downloading ill never switch,0.015402189
"App will not connect to my bank, Baxter Credit Union. It says ""Still working..."" until it times out.",,app connect bank baxter credit union say still working time,0.015278252
"Pretty bummed, was super hopeful that this would get me away from spreadsheets. I downloaded this hoping to be able to View a true balance that factors in bills and savings goals. However, for this reason the app was useless. The number provided for daily budget was so far off based on the few parameters entered.",,pretty bummed super hopeful would get away spreadsheet downloaded hoping able view true balance factor bill saving goal however reason app useless number provided daily budget far based parameter entered,0.015206414
Fantastic budgeting tool! I absolutely love what it offers!,,fantastic budgeting tool absolutely love offer,0.015206228
Great App. I wish it could add accounts from all around the world,,great app wish could add account around world,0.01519206
"Won't connect to store credit cards. Also, I am paid monthly and all transactions are off so in my pocket is wrong and therefore useless.",,wont connect store credit card also paid monthly transaction pocket wrong therefore useless,0.015121492
Great way to budget. I like the average dollars per day feature so you have a target to stay within each day.,,great way budget like average dollar per day feature target stay within day,0.015102584
Couldn't sign in with either Google or LinkedIn account,,couldnt sign either google linkedin account,0.01508788
I check this app several times a day. Great way to track your money. Highly recommend to everyone.,,check app several time day great way track money highly recommend everyone,0.015068559
"Great for monitoring spending. The only problem I have are charges that begin with ""web initiated payment at"" get grouped into one. Amazon, my online rent payment and venmo all appear to be the same merchant in error. Would be nice if app could read only the text after ""web initiated payment at"" so it can automatically separate these charges instead of manually sorting them monthly. Other than that solid app :)",,great monitoring spending problem charge begin web initiated payment get grouped one amazon online rent payment venmo appear merchant error would nice app could read text web initiated payment automatically separate charge instead manually sorting monthly solid app,0.014987586
It saved my financial life. Helped me build credit and save money with ease. The thing I love the most is that it categorises all transcations for you.,,saved financial life helped build credit save money ease thing love categorises transcations,0.014941059
Are you going to launch a web app? It would be just awesome!,,going launch web app would awesome,0.014869125
"I was able to add ALL off my accounts, retirement included.",,able add account retirement included,0.014764773
"3 emails later and same problem, it shows my mortgage as income. If money leaves my checking account to pay a debt that I owe, that is not income. Payments on loans that I am billed for are not income either. You say that I'm wrong, I say good bye 👋",,email later problem show mortgage income money leaf checking account pay debt owe income payment loan billed income either say im wrong say good bye 👋,0.014742668
Good so far but having to relink my bank more than I'd like.,,good far relink bank id like,0.014732813
"App looks really attractive. I am currently attempting to set up and use the app, However, it seems difficult to go back and add things after the initial setup.",,app look really attractive currently attempting set use app however seems difficult go back add thing initial setup,0.014719205
"Great for keeping track of my expenditures and monthly spending limits! Allows me to categorize and label expenses, and unlike Mint, PocketGuard actually saves those category designations and applies them to future purchases.",,great keeping track expenditure monthly spending limit allows categorize label expense unlike mint pocketguard actually save category designation applies future purchase,0.014693591
One of the best I have used,,one best used,0.01464549
"I'm always adding my money all the time, guessing high to try and keep track of how much I'm actually saving each month, this honestly makes it easy. The best part is when you go to add your bills is syncs with your bank and shows you everything that comes out. All you have to do is drag and drop!",,im always adding money time guessing high try keep track much im actually saving month honestly make easy best part go add bill syncs bank show everything come drag drop,0.01458174
I think every single busy person needs this app to be able to take a look at their spending habits without having to input all the info manually,,think every single busy person need app able take look spending habit without input info manually,0.014571751
"excellent tool for monitoring your accounts. it could do a better job of reading some transactions, but does a fine job for the most part",,excellent tool monitoring account could better job reading transaction fine job part,0.014568291
"I've never been good with money, and this app puts everything in one place, even taking into account my Venmo and PayPal accounts! And it's easy to check, so I end up catching unexpected charges or subscriptions I forgot to cancel.",,ive never good money app put everything one place even taking account venmo paypal account easy check end catching unexpected charge subscription forgot cancel,0.014560495
I like this app! Thank you for your useful application! Recommend for download.,,like app thank useful application recommend download,0.014557012
This app is super! It gets all your accounts in one place and helps you see where your money is going.,,app super get account one place help see money going,0.014541928
"I really enjoy this app I can customize it and I made several other categories such as door dash and Amazon, PayPal and those types of purchases go directly into there so I can see exactly what I Spend on top of the other given categories. I really enjoy this app and it broke down everything for me. In a really nice way That I could see months back and see good and bad spending trends of mine.",,really enjoy app customize made several category door dash amazon paypal type purchase go directly see exactly spend top given category really enjoy app broke everything really nice way could see month back see good bad spending trend mine,0.014493108
"After I paid for premium. It Doesn't load in new transactions, and it takes forever to load anything. Other apps doing it better. I have a feeling the App is better if you live in the states. I",,paid premium doesnt load new transaction take forever load anything apps better feeling app better live state,0.014456141
"Just bought new Pixel 7 pro, and app doesn't work on it. Keeps telling me that I need to update the app, and no update is available. Otherwise, I love the app.",,bought new pixel pro app doesnt work keep telling need update app update available otherwise love app,0.014435563
When connecting an account it sits at the connecting to login forever until I tap the back arrow and it brings me to the main screen showing the linked accounts,,connecting account sits connecting login forever tap back arrow brings main screen showing linked account,0.01432799
"Update 2/24/17: Pocketguard is back to its old self and better. If you're looking for an app to help with the simpler side of budgeting and prefer smart spending to obsessive penny-tracking, this is definitely one to try. It doesn't 'mom' me to death with guilt-trips if I spend a couple extra bucks at the bar one night, but still lets me know what I've got to spend to make sure I pay my bills and meet my savings goals. Long as it continues behaving, I'll continue using it :).",,update pocketguard back old self better youre looking app help simpler side budgeting prefer smart spending obsessive pennytracking definitely one try doesnt mom death guilttrips spend couple extra buck bar one night still let know ive got spend make sure pay bill meet saving goal long continues behaving ill continue using,0.014323555
Have tried to connect my bank numerous times to no avail. So what I'm saying is the app doesn't work. Maybe it will for you but not for me!,,tried connect bank numerous time avail im saying app doesnt work maybe,0.014288394
Works pretty well and reasonably flexible. Lacking in some areas such as quarterly income category. Hopefully will get better with time.,,work pretty well reasonably flexible lacking area quarterly income category hopefully get better time,0.014225265
"Was amazing, but accounts stopped updating",,amazing account stopped updating,0.014203538
